SOURCELONG:Gozzilioni Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Grease	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At will, a boggle can secrete an oily, viscous, nonflammable substance from its skin. This ability functions like the spell grease except that the range is touch, the duration is 1 round per Hit Die of the boggle (4 rounds for the typical creature), and the Reflex save DC is %1. Typically, a boggle uses this ability to grease a section of floor or wall, though it can use the ability in any of the ways that the spell can be used. This oily fluid also makes the boggle tougher to hold onto (see Skills, below). Boggles are immune to the effects of this substance.|GreaseDC	KEY:Boggle ~ Grease				DEFINE:GreaseDC|0					BONUS:VAR|GreaseDC|DefaultDCCon																		SOURCEPAGE:MM2	
Rend	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialAttack.Extraordinary.Rend	VISIBLE:YES	DESC:If a boggle hits a single target with both claws, it latches onto the opponent's body and tears the flesh. This attack deals 2d4 points of damage.	KEY:Boggle ~ Rend									BONUS:VAR|RendDice|2	BONUS:VAR|RendDieSize|4|TYPE=Base																	SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Because of its perpetually oily skin, a boggle gains a +10 racial bonus on Escape Artist checks.	KEY:Boggle ~ Skills									BONUS:SKILL|Escape Artist|10|TYPE=Racial																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Bogun	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BogunRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Poison	CATEGORY:Special Ability	TYPE:BogunRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 DEX, secondary damage 1d6 DEX. The save DC is Constitution-based.|PoisonDC	KEY:Bogun ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
																																	
Race Traits ~ Naga (Bone Naga)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=NagaBoneNagaRaceTrait	AUTO:LANG|Common|Infernal																													
Poison	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Injury, Bite poison: Fort DC %1, initial damage 1d4 STR, secondary damage 1d4 STR, Sting poison: Fort DC %1, initial damage 1d4 CON drain, secondary damage 1d4 CON damage. The save DC is Constitution-based.|PoisonDC	KEY:Naga (Bone Naga) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Spells	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Dark nagas cast spells as 14th-level sorcerers.	KEY:Naga (Bone Naga) ~ Spells																											SOURCEPAGE:MM2	
Detect Thoughts	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A bone naga can continuously detect the thoughts of those around it. This ability functions like a detect thoughts spell (caster level 9th;Will save DC 15), and it is always active. The save DC is Charisma-based.	KEY:Naga (Bone Naga) ~ Detect Thoughts																											SOURCEPAGE:MM2	
Guarded Thoughts	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because of their ability to shield their thoughts, bone nagas are immune to any form of mind-reading.	KEY:Naga (Bone Naga) ~ Guarded Thoughts																											SOURCEPAGE:MM2	
Immunities	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Bone nagas are immune to cold.	KEY:Naga (Bone Naga) ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Cold									SOURCEPAGE:MM2	
Telepathy	CATEGORY:Special Ability	TYPE:NagaBoneNagaRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A bone naga can communicate telepathically with any creature within 250 feet that has a language.	KEY:Naga (Bone Naga) ~ Telepathy									BONUS:VAR|TelepathyRange|250|TYPE=Base																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Ooze (Bone Ooze)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=OozeBoneOozeRaceTrait|TYPE=OozeSubRaceTrait																														
Ability Drain	CATEGORY:Special Ability	TYPE:OozeBoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A successful slam attack from a bone ooze absorbs some of the victim's bone structure. Any melee hit deals 1d6 Strength drain, 1d6 Dexterity drain, and 1d6 Constitution drain. On a critical hit, it drains twice that amount from each affected score. A bone ooze heals 5 points of damage it has taken (10 on a critical hit) whenever it drains abilities. If the amount of healing is more than the damage the creature has taken, it gains any excess as temporary hit points for 1 hour.	KEY:Ooze (Bone Ooze) ~ Ability Drain																											SOURCEPAGE:MM2	
Bone Meld	CATEGORY:Special Ability	TYPE:OozeBoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per round, a bone ooze can attempt to absorb the skeleton of an engulfed creature into its own mass, pulling the bones out through the flesh. The victim must make a successful Fortitude save (DC %1) or die. After 1d3 rounds, the bone ooze leaves behind the fleshy parts of the victim and any treasure he or she carried.	KEY:Ooze (Bone Ooze) ~ Bone Meld				DEFINE:BoneMeldDC|0					BONUS:VAR|BoneMeldDC|DefaultDCCon	BONUS:VAR|BoneMeldDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Bone Meld)								ABILITY:Ability Focus|AUTOMATIC|Bone Meld									SOURCEPAGE:MM2	
Engulf	CATEGORY:Special Ability	TYPE:OozeBoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A bone ooze can simply bowl over Huge or smaller creatures as a standard action. This attack affects as many opponents as the creature's body can cover. Each target can make either an attack of opportunity against the bone ooze or a Reflex save (DC %1) to avoid being engulfed. A successful saving throw indicates that the target has been pushed back or aside (target's choice) as the ooze moves forward. A bone ooze cannot make a slam attack during a round in which it attempts to engulf, but each creature engulfed is considered grappled and trapped within the bone ooze's body. Such a creature takes automatic slam, ability drain, and wounding damage upon being engulfed and each succeeding round that it remains trapped. In the next round after engulfing, the bone ooze can attempt a bone meld attack.|EngulfDC	KEY:Ooze (Bone Ooze) ~ Engulf				DEFINE:EngulfDC|0					BONUS:VAR|EngulfDC|DefaultDCStr	BONUS:VAR|EngulfDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Engulf)								ABILITY:Ability Focus|AUTOMATIC|Engulf									SOURCEPAGE:MM2	
Wounding	CATEGORY:Special Ability	TYPE:OozeBoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Because of the bone shards the creature's body contains, a bone ooze's slam or engulf attack causes a wound that bleeds for 5 points of damage per round thereafter, in addition to the attack's normal damage.Multiple wounds from the creature result in cumulative bleeding loss (two wounds for 10 points of damage per round, and so on). The bleeding can be stopped only by a successful Heal check (DC 15) or the application of a cure spell or some other healing spell (heal, healing circle, or the like).	KEY:Ooze (Bone Ooze) ~ Wounding																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Braxat	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BraxatRaceTrait	AUTO:LANG|Giant										BONUS:VAR|AdvancementByClass|1									ABILITY:FEAT|AUTOMATIC|Combat Expertise|Iron Will|Power Attack										
Breath Weapon	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.Supernatural.BreathWeapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds, damage %2d%3 cold, Reflex DC %4 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Braxat ~ Breath Weapon				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|8|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2	
Mind Blast	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:This mind-numbing blast extends from the braxat in a 30-foot-long cone. Anyone caught in the area must succeed at a Will save (DC %1) or be stunned for 3d4 rounds. (When using the Psionics Handbook, replace this ability with the mind blast attack mode, as noted below.)|MindBlastDC	KEY:Braxat ~ Mind Blast				DEFINE:MindBlastDC|0					BONUS:VAR|MindBlastDC|DefaultDCCha	BONUS:VAR|MindBlastDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Mind Blast)								ABILITY:Ability Focus|AUTOMATIC|Mind Blast									SOURCEPAGE:MM2	
Psionics	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Braxat ~ Psionics																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Dimension Door|Mind Blank									SOURCEPAGE:MM2	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Braxat ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Blink	SPELLS:Innate|TIMES=1|CASTERLEVEL=8|Confusion,14+CHA|Feeblemind,15+CHA								SOURCEPAGE:MM2	
Telepathy	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A braxat can communicate telepathically with any creature within one mile that has a language.	KEY:Braxat ~ Telepathy									BONUS:VAR|TelepathyRangeMiles|1|TYPE=Base																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Breathdrinker	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BreathdrinkerRaceTrait	AUTO:LANG|Common|Auran																													
Fear Gaze	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Anyone within 30 feet of a breathdrinker who meets the creature's glowing red eyes must succeed at a Will saving throw (DC %1) or be paralyzed with fear for 1d4 rounds. The save DC is Charisma-based.|FearGazeDC	KEY:Breathdrinker ~ Fear Gaze				DEFINE:FearGazeDC|0					BONUS:VAR|FearGazeDC|DefaultDCCha	BONUS:VAR|FearGazeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fear Gaze)								ABILITY:Ability Focus|AUTOMATIC|Fear Gaze									SOURCEPAGE:MM2	
Steal Breath	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a full-round action, a breathdrinker can attempt to suck the air from the lungs of any helpless creature within reach. The target must make a successful Fortitude saving throw (DC %1) or take 1d6 points of Constitution damage. The target dies when his or her Constitution score reaches 0. The breathdrinker heals 5 points of damage for each point of Constitution the target loses, gaining any excess as temporary hit points. So long as the target remains helpless, the breathdrinker continues to use this attack against that creature every round until it dies.|StealBreathDC	KEY:Breathdrinker ~ Steal Breath				DEFINE:StealBreathDC|0					BONUS:VAR|StealBreathDC|DefaultDCCon	BONUS:VAR|StealBreathDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Steal Breath)								ABILITY:Ability Focus|AUTOMATIC|Steal Breath									SOURCEPAGE:MM2	
Air Mastery	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Airborne creatures take a -1 penalty on attack and damage rolls against a breathdrinker.	KEY:Breathdrinker ~ Air Mastery																											SOURCEPAGE:MM2	
Invisibility	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A breathdrinker can make itself invisible at will as a free action. This ability functions like an invisibility spell (caster level 8th), except that it lasts until the breathdrinker ends the effect, either by choice or by attacking.	KEY:Breathdrinker ~ Invisibility																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Bronze Serpent	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BronzeSerpentRaceTrait																														
Constrict	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Extraordinary.Constrict	VISIBLE:YES	DESC:With a successful grapple check, a bronze serpent can crush a grabbed opponent, dealing 2d8+10 points of bludgeoning damage.	KEY:Bronze Serpent ~ Constrict									BONUS:VAR|ConstrictDice|2	BONUS:VAR|ConstrictDieSize|8|TYPE=Base																	SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a bronze serpent hits an opponent that is at least one size category smaller than itself with a bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +27). If it gets a hold, it can also constrict in the same round. Thereafter, the creature has the option to conduct the grapple normally, or simply use its jaws to hold the opponent (-20 penalty on grapple check, but the bronze serpent is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals bite and constrict damage.	KEY:Bronze Serpent ~ Improved Grab																											SOURCEPAGE:MM2	
Shocking Bite	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A bronze serpent's bite deals 1d8+16 points of electricity damage in addition to the normal bite damage. The creature receives a +3 bonus on attack rolls against any opponent that is made out of metal, wearing metal armor, or carrying a a significant amount of metal.	KEY:Bronze Serpent ~ Shocking Bite																											SOURCEPAGE:MM2	
Electric Healing	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because of the bronze serpent's electrical affinity, the creature takes no damage from electricity and is healed 1 hit point for every 3 points of damage the attack would normally deal. The creature gets no saving throw against electricity effects.	KEY:Bronze Serpent ~ Electric Healing																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Catoblepas	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=CatoblepasRaceTrait|Scent																														
Death Ray	CATEGORY:Special Ability	TYPE:CatoblepasRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The catoblepas can project a thin, green ray up to 160 feet from its bloodshot eyes. Any living creature struck by this ray must make a Fortitude save (DC %1) or die instantly. Even on a success, the target takes 5d6 points of damage. After striking one target, the ray dissipates, and the attack cannot be used again for 1d4 rounds.|DeathRayDC	KEY:Catoblepas ~ Death Ray				DEFINE:DeathRayDC|0					BONUS:VAR|DeathRayDC|DefaultDCCon	BONUS:VAR|DeathRayDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Death Ray)								ABILITY:Ability Focus|AUTOMATIC|Death Ray									SOURCEPAGE:MM2	
Stun	CATEGORY:Special Ability	TYPE:CatoblepasRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Any living creature struck by the catoblepas's tail must succeed at a Fortitude save (DC %1) or be stunned for 1 round. (A stunned character cannot act and loses any Dexterity bonus to Armor Class. An attacker gets a +2 bonus on attack rolls against a stunned opponent.) Success indicates that the target takes only the normal damage for the attack.|StunDC	KEY:Catoblepas ~ Stun				DEFINE:StunDC|0					BONUS:VAR|StunDC|DefaultDCWis	BONUS:VAR|StunDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Stun)								ABILITY:Ability Focus|AUTOMATIC|Stun									SOURCEPAGE:MM2	
																																	
Race Traits ~ Guardinal (Cervidal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GuardinalCervidalRaceTrait																				ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf									
Natural Weapons	CATEGORY:Special Ability	TYPE:GuardinalCervidalRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:A cervidal's natural weapons, as well as any weapons it wields, are treated as good-aligned for the purpose of overcoming damage reduction.	KEY:Guardinal (Cervidal) ~ Natural Weapons																											SOURCEPAGE:MM2	
Charge	CATEGORY:Special Ability	TYPE:GuardinalCervidalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A cervidal can lower its head and charge an opponent, striking with its deadly horns. In addition to the normal benefits and hazards of a charge, this tactic allows the cervidal to make a single butt attack that deals 1d8+6 points of damage.	KEY:Guardinal (Cervidal) ~ Charge																											SOURCEPAGE:MM2	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GuardinalCervidalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Guardinal (Cervidal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Bless|Command,11+CHA|Detect Poison|Light	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Hold Person,13+CHA|Magic Missile|Suggestion,13+CHA								SOURCEPAGE:MM2	
Horn Powers	CATEGORY:Special Ability	TYPE:GuardinalCervidalRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A cervidal can deliver any of several effects by a touch of its horns. The horns can negate any poison or disease (as the spells neutralize poison and remove disease) in the creature touched, dispel an illusion (as a targeted dispel magic spell, except that it affects only spells of the Illusion school and is automatically successful), or dismiss (as a dismissal spell) a summoned, conjured, or extraplanar creature. Each of these horn powers can be used at will as a standard action. Except as noted, all these abilities function as the corresponding spells. Caster level 20th; save DC %1 + spell level.|HornPowersDC	KEY:Guardinal (Cervidal) ~ Horn Powers				DEFINE:HornPowersDC|0					BONUS:VAR|HornPowersDC|DefaultSpellDCCha																		SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:GuardinalCervidalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Because of its powerful legs, a cervidal gains a +8 racial bonus on Jump checks.	KEY:Guardinal (Cervidal) ~ Skills									BONUS:SKILL|Jump|8|TYPE=Racial																		SOURCEPAGE:MM2	
																																	
Race Traits ~ Guardinal (Lupinal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GuardinalLupinalRaceTrait|Scent																				ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf									
Natural Weapons	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialQuality.Natural Weapons	VISIBLE:YES	DESC:A lupinal's natural weapons, as well as any weapons it wields, are treated as good-aligned for the purpose of overcoming damage reduction.	KEY:Guardinal (Lupinal) ~ Natural Weapons																											SOURCEPAGE:MM2	
Fear Aura	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a lupinal howls, every creature within 600 feet (except other celestials) who can hear it must make a Will saving throw (DC %1). On a failure, a creature with 7 or fewer Hit Dice becomes panicked for 4d6 rounds; one with 8 or more Hit Dice becomes shaken for 4d6 rounds. Success leaves the creature unaffected. Once a creature has either been affected by this ability or made a successful save, it cannot be affected by that lupinal's howl again for 24 hours. The save DC is Charisma-based.|FearAuraDC	KEY:Guardinal (Lupinal) ~ Fear Aura				DEFINE:FearAuraDC|0					BONUS:VAR|FearAuraDC|DefaultDCCha	BONUS:VAR|FearAuraDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fear Aura)								ABILITY:Ability Focus|AUTOMATIC|Fear Aura									SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a lupinal hits an opponent that is at least one size category smaller than itself with a bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +14). The creature has the option to conduct the grapple normally, or simply use its jaws to hold the opponent (-20 penalty on grapple check, but the lupinal is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals bite damage.	KEY:Guardinal (Lupinal) ~ Improved Grab																											SOURCEPAGE:MM2	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Guardinal (Lupinal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Blink|Blur|Disguise Self|Darkness|Ethereal Jaunt	SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Cone of Cold,15+CHA|Cure Light Wounds,11+CHA|Fly|Magic Missile								SOURCEPAGE:MM2	
Trip	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A lupinal that hits with a bite attack can attempt to trip the opponent as a free action (see Trip in Chapter 8 of the Player's Handbook) without making a touch attack or provoking an attack of opportunity. If the attempt fails, the opponent cannot react to trip the lupinal.	KEY:Guardinal (Lupinal) ~ Trip																											SOURCEPAGE:MM2	
Dodge Missiles	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This ability operates like the Deflect Arrows feat, except that the lupinal can dodge any missile and it need not have its hands free. (The creature is dodging, not deflecting.) This ability is usable three times per round.	KEY:Guardinal (Lupinal) ~ Dodge Arrows																											SOURCEPAGE:MM2	SERVESAS:ABILITY=FEAT|Deflect Arrows
Wild Empathy	CATEGORY:Special Ability	TYPE:GuardinalLupinalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This power works exactly like the druid's wild empathy class feature.	KEY:Guardinal (Lupinal) ~ Wild Empathy																		ABILITY:Special Ability|AUTOMATIC|Wild Empathy									SOURCEPAGE:MM2	
																																	
Race Traits ~ Golem (Chain)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=GolemChainRaceTrait|TYPE=GolemSubRaceTrait																				ABILITY:FEAT|AUTOMATIC|Dodge|Combat Expertise|Improved Disarm|Improved Trip										
Chain Barrier	CATEGORY:Special Ability	TYPE:GolemChainRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a full-round action, a chain golem can surround itself with a whirling, slicing shield of chains, similar in effect to a blade barrier spell (Reflex save (DC %1)|ChainBarrierDC	KEY:Golem (Chain) ~ Chain Barrier				DEFINE:ChainBarrierDC|0					BONUS:VAR|ChainBarrierDC|DefaultDCStr	BONUS:VAR|ChainBarrierDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Chain Barrier)								ABILITY:Ability Focus|AUTOMATIC|Chain Barrier									SOURCEPAGE:MM2	
Wounding	CATEGORY:Special Ability	TYPE:GolemChainRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A wound resulting from a chain golem's chain rake attack bleeds for an additional 2 points of damage per round thereafter. Multiple wounds from such attacks result in cumulative bleeding loss (two wounds for 4 points of damage per round, and so on). The bleeding can be stopped only by a successful Heal check (DC 10) or the application of a cure spell or some other healing spell (heal, healing circle, or the like).	KEY:Golem (Chain) ~ Wounding																											SOURCEPAGE:MM2	
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemChainRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A chain golem is immune to all spells, spell-like abilities, and supernatural effects except as follows. An electricity effect slows it (as the slowspell) for 2 rounds (no saving throw). A fire effect breaks any slow effect on the chain golem and cures 1 point of damage for each 2 points of damage it would otherwise deal. A chain golem gets no saving throw against fire effects.	KEY:Golem (Chain) ~ Immunity To Magic																											SOURCEPAGE:MM2	
Resistance To Ranged Attacks	CATEGORY:Special Ability	TYPE:GolemChainRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A chain golem gains a +2 resistance bonus on saving throws against ranged spells or ranged magical attacks that specifically target it (except ranged touch attacks).	KEY:Golem (Chain) ~ Resistance To Ranged Attacks																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Roc (Chaos)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=RocChaosRaceTrait											BONUS:VAR|Maneuverability|3|TYPE=Base																			
Prismatic Spray	CATEGORY:Special Ability	TYPE:RocChaosRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A chaos roc can emit a spray of colored light from its eyes at will. The effect is like that of the spell (caster level 20th; save DC %1), except that the range is 105 feet, and only the colors red, orange, yellow, green, blue, and indigo are present (roll 1d6 instead of 1d8 on the table given for prismatic spray in the Player’s Handbook).|PrismaticSprayDC	KEY:Roc (Chaos) ~ Prismatic Spray				DEFINE:PrismaticSprayDC|0					BONUS:VAR|PrismaticSprayDC|DefaultDCCha	BONUS:VAR|PrismaticSprayDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Prismatic Spray)								ABILITY:Ability Focus|AUTOMATIC|Prismatic Spray									SOURCEPAGE:MM2	
Swallow Whole	CATEGORY:Special Ability	TYPE:RocChaosRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A chaos roc can swallow a snatched opponent that isHuge or smaller by making a successful grapple check (grapple bonus +65). Once inside the roc, the opponent takes 2d8+12 points of bludgeoning damage and 1d8 points of acid damage per round from the bird’s gizzard. A successful grapple check allows the swallowed creature to climb out of the gizzard and return to the roc’s beak, where another successful grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either claws or a light piercing or slashing weapon. Dealing at least 25 points of damage to the gizzard (AC 20) in this way creates an opening large enough to permit escape. Once a single swallowed creature exits, muscular action closes the hole; thus, another swallowed opponent must cut its own way out. A chaos roc’s gizzard can hold 2 Huge, 8 Large, 32 Medium-size, or 128 Small or smaller creatures.	KEY:Roc (Chaos) ~ Swallow Whole																											SOURCEPAGE:MM2	
Feats	CATEGORY:Special Ability	TYPE:RocChaosRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A creature that is flung by a chaos roc after being snatched travels 100 feet and takes 10d6 points of damage. If the chaos roc is flying, the creature takes this damage or the appropriate falling damage, whichever is greater.	KEY:Roc (Chaos) ~ Feats																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Cloaked Ape	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=CloakedApeRaceTrait|Fast Healing|Scent											BONUS:VAR|Maneuverability|2|TYPE=Base	BONUS:VAR|FastHealing|3|TYPE=Base																		
Improved Grab	CATEGORY:Special Ability	TYPE:CloakedApeRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESCIf a cloaked ape hits an opponent that is its own size or smaller with both claw attacks, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus +4). The creature has the option to conduct the grapple normally, or simply use its claws to hold the opponent (-20 penalty on grapple check, but the cloaked ape is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals damage for two claw attacks.	KEY:Cloaked Ape ~ Improved Grab																											SOURCEPAGE:MM2	
																																	
