SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Blue	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Blue Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Blue									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponLine,DragonbornBreathWeapon_Lightning|1|TYPE=Base									TEMPLATE:Subrace ~ Blue Dragonborn									SOURCEPAGE:PHB
Brass	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Brass Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Brass									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponLine,DragonbornBreathWeapon_Fire|1|TYPE=Base									TEMPLATE:Subrace ~ Brass Dragonborn									SOURCEPAGE:PHB
Bronze	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Bronze Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Bronze									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponLine,DragonbornBreathWeapon_Lightning|1|TYPE=Base									TEMPLATE:Subrace ~ Bronze Dragonborn									SOURCEPAGE:PHB
Copper	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Copper Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Copper									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponLine,DragonbornBreathWeapon_Acid|1|TYPE=Base									TEMPLATE:Subrace ~ Copper Dragonborn									SOURCEPAGE:PHB
Gold	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Gold Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Gold									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponCone,DragonbornBreathWeapon_Fire|1|TYPE=Base									TEMPLATE:Subrace ~ Gold Dragonborn									SOURCEPAGE:PHB
Green	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Green Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Green									BONUS:VAR|DragonbornBreathWeaponConSave,DragonbornBreathWeaponCone,DragonbornBreathWeapon_Poison|1|TYPE=Base									TEMPLATE:Subrace ~ Green Dragonborn									SOURCEPAGE:PHB
Red	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Red Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Red									BONUS:VAR|DragonbornBreathWeaponDexSave,DragonbornBreathWeaponCone,DragonbornBreathWeapon_Fire|1|TYPE=Base									TEMPLATE:Subrace ~ Red Dragonborn									SOURCEPAGE:PHB
Silver	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have Silver Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ Silver									BONUS:VAR|DragonbornBreathWeaponConSave,DragonbornBreathWeaponCone,DragonbornBreathWeapon_Cold|1|TYPE=Base									TEMPLATE:Subrace ~ Silver Dragonborn									SOURCEPAGE:PHB
White	CATEGORY:Special Ability	TYPE:Dragonborn Ancestry	VISIBLE:YES	DESC:You have White Dragonborn Ancestry	KEY:Dragonborn ~ Dragonborn Ancestry ~ White									BONUS:VAR|DragonbornBreathWeaponConSave,DragonbornBreathWeaponCone,DragonbornBreathWeapon_Cold|1|TYPE=Base									TEMPLATE:Subrace ~ White Dragonborn									SOURCEPAGE:PHB
																																
																																
Gnome	CATEGORY:Race	TYPE:Special		ABILITY:Gnome Race Trait|AUTOMATIC|TYPE=Base Gnome Trait										BONUS:ABILITYPOOL|Gnome Subrace|1																		SOURCEPAGE:PHB
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.Base Gnome Trait.SpecialQuality	VISIBLE:YES	DESC:Your Intelligence score increases by 2.	KEY:Gnome ~ Ability Score Increase																										SORTKEY:1_Race	SOURCEPAGE:PHB
Darkvision	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.Base Gnome Trait.SpecialQuality	VISIBLE:YES	DESC:Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.	KEY:Gnome ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																	SORTKEY:1_Race	SOURCEPAGE:PHB
Gnome Cunning	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.Base Gnome Trait.SpecialQuality	VISIBLE:YES	DESC:You have advantage on all Intelligence, Wisdom, and Charisma saving throws against magic.	KEY:Gnome ~ Gnome Cunning																									ASPECT:SaveBonus|You have advantage on all Intelligence, Wisdom, and Charisma saving throws against magic.	SORTKEY:1_Race	SOURCEPAGE:PHB
Languages	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.Base Gnome Trait.SpecialQuality	VISIBLE:YES	DESC:You can speak, read, and write Common and Gnomish. The Gnomish language, which uses the Dwarvish script, is renowned for its technical treatises and its catalogs of knowledge about the natural world.	KEY:Gnome ~ Languages																		ABILITY:Language Selection|AUTOMATIC|Common|Gnomish								SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Forest	CATEGORY:Internal	TYPE:GnomeSubrace			KEY:Gnome Subrace ~ Forest																		TEMPLATE:Subrace ~ Forest Gnome	ABILITY:Gnome Race Trait|AUTOMATIC|Forest Gnome ~ Ability Score Increase	ABILITY:Gnome Race Trait|AUTOMATIC|Forest Gnome ~ Natural Illusionist	ABILITY:Gnome Race Trait|AUTOMATIC|Forest Gnome ~ Speak with Small Beasts						
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:Your Dexterity score increases by 1.	KEY:Forest Gnome ~ Ability Score Increase									BONUS:STAT|DEX|1|TYPE=Racial																	SORTKEY:2_Race	SOURCEPAGE:PHB
Natural Illusionist	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:You know the minor illusion cantrip. lntelligence is your spellcasting ability for it. Spell save DC %1.|SpellDC_CHA	KEY:Forest Gnome ~ Natural Illusionist																		SPELLS:Natural Illusionist|TIMES=ATWILL|Illusion (Minor)								SORTKEY:2_Race	SOURCEPAGE:PHB
Speak with Small Beasts	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:Through sounds and gestures, you can communicate simple ideas with Small ar smaller beasts. Forest gnomes love animaIs and often keep squirrels, badgers, rabbits, moles, woodpeckers, and other creatures as beloved pets.	KEY:Forest Gnome ~ Speak with Small Beasts																										SORTKEY:2_Race	SOURCEPAGE:PHB
																																
Rock	CATEGORY:Internal	TYPE:GnomeSubrace			KEY:Gnome Subrace ~ Rock																		TEMPLATE:Subrace ~ Rock Gnome	ABILITY:Gnome Race Trait|AUTOMATIC|Rock Gnome ~ Ability Score Increase								
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:Your Constitution score increases by 1.	KEY:Rock Gnome ~ Ability Score Increase									BONUS:STAT|CON|1|TYPE=Racial																	SORTKEY:2_Race	SOURCEPAGE:PHB
Artificer's Lore	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:Whenever you make an Intelligence (History) check related to magic items, alchemical objects, ar technological devices, you can add twice your proficiency bonus, instead of any proficiency bonus you normally appIy. Bonus +%1.|2*Proficiency_Bonus	KEY:Rock Gnome ~ Artificer's Lore																										SORTKEY:2_Race	SOURCEPAGE:PHB
Tinker	CATEGORY:Special Ability	TYPE:Race Trait.Gnome Race Trait.SpecialQuality	VISIBLE:YES	DESC:You have proficiency with artisan's tools (tinker's tools). Using those tools, you can spend 1 hour and 10 gp worth of materiaIs to construct a Tiny clockwork device (AC 5, 1 hp). The device ceases to function after 24 hours (unless you spend 1 hour repairing it to keep the device functioning), or when you use your action to dismantle it; at that time, you can reclaim the materiaIs used to create it. You can have up to three such devices active at a time.	KEY:Rock Gnome ~ Tinker									BONUS:ABILITYPOOL|Gnome Artisan's Tool Proficiency|1																	SORTKEY:2_Race	SOURCEPAGE:PHB
																																
																																
Half-Elf	CATEGORY:Race	TYPE:Special		ABILITY:Half-Elf Race Trait|AUTOMATIC|TYPE=Base Half-Elf Trait																												SOURCEPAGE:PHB
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Half-Elf Race Trait.Base Half-Elf Trait.SpecialQuality	VISIBLE:YES	DESC:Your Charisma score increases by 2 and two other ability scores of your choice increase by 1.	KEY:Half-Elf ~ Ability Score Increase									BONUS:ABILITYPOOL|Ability Score Increase +1|2																	SORTKEY:1_Race	SOURCEPAGE:PHB
Darkvision	CATEGORY:Special Ability	TYPE:Race Trait.Half-Elf Race Trait.Base Half-Elf Trait.SpecialQuality	VISIBLE:YES	DESC:Thanks to your elfblood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.	KEY:Half-Elf ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																	SORTKEY:1_Race	SOURCEPAGE:PHB
Fey Ancestry	CATEGORY:Special Ability	TYPE:Race Trait.Half-Elf Race Trait.Base Half-Elf Trait.SpecialQuality	VISIBLE:YES	DESC:Vou have advantage on saving throws against being charmed, and magic can't put you to sleep.	KEY:Half-Elf ~ Fey Ancestry																									ASPECT:SaveBonus|Advantage on saving throws against being charmed, and magic can't put you to sleep	SORTKEY:1_Race	SOURCEPAGE:PHB
Skills	CATEGORY:Special Ability	TYPE:Race Trait.Half-Elf Race Trait.Base Half-Elf Trait.SpecialQuality	VISIBLE:YES	DESC:You gain proficiency in two skill of your choice.	KEY:Half-Elf ~ Skills									BONUS:ABILITYPOOL|Skill Proficiency|2																	SORTKEY:1_Race	SOURCEPAGE:PHB
Languages	CATEGORY:Special Ability	TYPE:Race Trait.Half-Elf Race Trait.Base Half-Elf Trait.SpecialQuality	VISIBLE:YES	DESC:You can speak, read, and write Common, EIvish, and one extra language of your choice.	KEY:Half-Elf ~ Languages									BONUS:ABILITYPOOL|Language Selection|1									ABILITY:Language Selection|AUTOMATIC|Common|Elvish								SORTKEY:1_Race	SOURCEPAGE:PHB
																																
																																
Half-Orc	CATEGORY:Race	TYPE:Special		ABILITY:Half-Orc Race Trait|AUTOMATIC|TYPE=Base Half-Orc Trait																												SOURCEPAGE:PHB
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:Your Strength seore inereases by 2, and your Constitution score increases by 1.	KEY:Half-Orc ~ Ability Score Increase																										SORTKEY:1_Race	SOURCEPAGE:PHB
Darkvision	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:Thanks to your orc blood. you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light. and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.	KEY:Half-Orc ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																	SORTKEY:1_Race	SOURCEPAGE:PHB
Menacing	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:You gain proficiency in the Intimidation skill.	KEY:Half-Orc ~ Menacing																		ABILITY:Skill|AUTOMATIC|Intimidation								SORTKEY:1_Race	SOURCEPAGE:PHB
Relentless Endurance	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:When you are reduced to 0 hit points but not killed outright. you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest.	KEY:Half-Orc ~ Relentless Endurance																										SORTKEY:1_Race	SOURCEPAGE:PHB
Savage Attacks	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit.	KEY:Half-Orc ~ Savage Attacks																										SORTKEY:1_Race	SOURCEPAGE:PHB
Languages	CATEGORY:Special Ability	TYPE:Race Trait.Half-Orc Race Trait.Base Half-Orc Trait.SpecialQuality	VISIBLE:YES	DESC:You can speak. read, and write Common and Orc. Orc is a harsh. grating language with hard consonants. It has no script of its own but is written in the Dwarvish script.	KEY:Half-Orc ~ Languages																		ABILITY:Language Selection|AUTOMATIC|Common|Orc								SORTKEY:1_Race	SOURCEPAGE:PHB
																																
Tiefling	CATEGORY:Race	TYPE:Special		ABILITY:Tiefling Race Trait|AUTOMATIC|TYPE=Base Tiefling Trait																												SOURCEPAGE:PHB
Ability Score Increase	CATEGORY:Special Ability	TYPE:Race Trait.Tiefling Race Trait.Base Tiefling Trait.SpecialQuality	VISIBLE:YES	DESC:Your Charisma score increases by 2 and Intelligence score increases by 1.	KEY:Tiefling ~ Ability Score Increase																										SORTKEY:1_Race	SOURCEPAGE:PHB
Darkvision	CATEGORY:Special Ability	TYPE:Race Trait.Tiefling Race Trait.Base Tiefling Trait.SpecialQuality	VISIBLE:YES	DESC:Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim Iight within 60 feet of you as if it were bright light. and in darkness as if it were dim light. You can't discern color in darkness. only shades of gray.	KEY:Tiefling ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																	SORTKEY:1_Race	SOURCEPAGE:PHB
Hellish Heritage	CATEGORY:Special Ability	TYPE:Race Trait.Tiefling Race Trait.Base Tiefling Trait.SpecialQuality	VISIBLE:YES	DESC:You have resistance to fire damage.	KEY:Tiefling ~ Hellish Heritage																										SORTKEY:1_Race	SOURCEPAGE:PHB
Infernal Legacy	CATEGORY:Special Ability	TYPE:Race Trait.Tiefling Race Trait.Base Tiefling Trait.SpecialQuality	VISIBLE:YES	DESC:You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the hellish rebuke spell once per day as a 2nd-levei spell. Once you reach 5th level, you can also cast the darkness spell once per day. Charisma is your spellcasting ability for these spclls. Spell save DC %1.|SpellDC_CHA	KEY:Tiefling ~ Infernal Legacy																		SPELLS:Infernal Legacy|TIMES=ATWILL|Thaumaturgy	SPELLS:Infernal Legacy|TIMES=1|Hellish Rebuke,SpellDC_CHA|PREVARGTEQ:AllClassLvl,3	SPELLS:Infernal Legacy|TIMES=1|Darkness,SpellDC_CHA|PREVARGTEQ:AllClassLvl,5						SORTKEY:1_Race	SOURCEPAGE:PHB
Languages	CATEGORY:Special Ability	TYPE:Race Trait.Tiefling Race Trait.Base Tiefling Trait.SpecialQuality	VISIBLE:YES	DESC:You can speak. read, and write Common and Infernal.	KEY:Tiefling ~ Languages																		ABILITY:Language Selection|AUTOMATIC|Common|Infernal								SORTKEY:1_Race	SOURCEPAGE:PHB
																																
																																
																																
# Racial Tool Proficiency																																
Smith's Tools	CATEGORY:Special Ability	TYPE:DwarfToolProficiency.SpecialQuality	VISIBLE:YES	DESC:Proficient with Artisan Smith's Tools.	KEY:Tool Proficiency ~ Smith's Tools																										SORTKEY:1_Race	SOURCEPAGE:PHB
Brewer's Supplies	CATEGORY:Special Ability	TYPE:DwarfToolProficiency.SpecialQuality	VISIBLE:YES	DESC:Proficient with Artisan Brewer's Supplies.	KEY:Tool Proficiency ~ Brewer's Supplies																										SORTKEY:1_Race	SOURCEPAGE:PHB
Mason's Tools	CATEGORY:Special Ability	TYPE:DwarfToolProficiency.SpecialQuality	VISIBLE:YES	DESC:Proficient with Artisan Mason's Tools.	KEY:Tool Proficiency ~ Mason's Tools																										SORTKEY:1_Race	SOURCEPAGE:PHB
Tinker's Tools	CATEGORY:Special Ability	TYPE:GnomeToolProficiency.SpecialQuality	VISIBLE:YES	DESC:Proficient with Artisan Tinker's Tools.	KEY:Tool Proficiency ~ Tinker's Tools																										SORTKEY:1_Race	SOURCEPAGE:PHB
																																
																																
###Block:Creatures																																
Racial Traits ~ Bat	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Bat Race Trait																														
Echolocation	CATEGORY:Special Ability	TYPE:Race Trait.Bat Race Trait.Special Quality	VISIBLE:YES	DESC:While it can’t hear, the bat has no blindsight.	KEY:Animal (Bat) ~ Echolocation									BONUS:VAR|BlindsightRange|60																	SORTKEY:1_Race	SOURCEPAGE:PHB
Keen Hearing	CATEGORY:Special Ability	TYPE:Race Trait.Bat Race Trait.Special Quality	VISIBLE:YES	DESC:The bat has advantage on Wisdom (Perception) checks that rely on hearing.	KEY:Animal (Bat) ~ Keen Hearing																											
																																
Racial Traits ~ Black Bear	CATEGORY:Internal	ABILITY:Special Ability|AUTOMATIC|TYPE=Black Bear Race Trait																														
Skills	CATEGORY:Special Ability	TYPE:Race Trait.Black Bear Race Trait.Special Quality	VISIBLE:YES	DESC:Perception.	KEY:Animal (Black Bear) ~ Skills																		ABILITY:SKILL|AUTOMATIC|Perception								SORTKEY:1_Race	SOURCEPAGE:PHB
Keen Smell	CATEGORY:Special Ability	TYPE:Race Trait.Black Bear Race Trait.Special Quality	VISIBLE:YES	DESC:The bear has advantage on Wisdom (Perception) checks that rely on smell.	KEY:Animal (Black Bear) ~ Keen Smell																										SORTKEY:1_Race	SOURCEPAGE:PHB
Multiattack	CATEGORY:Special Ability	TYPE:Race Trait.Black Bear Race Trait.Special Attack	VISIBLE:YES	DESC:The bear makes two attacks, one with its bite and one with its claws.	KEY:Animal (Black Bear) ~ Multiattack																										SORTKEY:1_Race	SOURCEPAGE:PHB
